,date,open,high,low,close,volume
0,2020-10-23 00:00:00+05:30,2162.0,2198.5,2160.0,2181.9,1153578
1,2020-10-26 00:00:00+05:30,2188.0,2214.65,2091.15,2108.1,1551460
2,2020-10-27 00:00:00+05:30,2115.0,2134.9,2081.0,2118.25,1019769
3,2020-10-28 00:00:00+05:30,2125.45,2146.35,2100.5,2135.0,1041016
4,2020-10-29 00:00:00+05:30,2130.0,2145.0,2100.05,2136.85,834125
5,2020-10-30 00:00:00+05:30,2123.2,2147.4,2070.55,2085.6,1013513
6,2020-11-02 00:00:00+05:30,2079.8,2096.1,2015.2,2029.65,1131510
7,2020-11-03 00:00:00+05:30,2038.0,2115.0,2038.0,2095.0,1939408
8,2020-11-04 00:00:00+05:30,2093.0,2124.95,2070.0,2097.4,1114904
9,2020-11-05 00:00:00+05:30,2122.0,2142.2,2103.0,2119.8,828400
