,date,open,high,low,close,volume
0,2020-10-23 00:00:00+05:30,617.0,617.7,604.35,608.15,12435720
1,2020-10-26 00:00:00+05:30,617.0,633.3,613.55,616.65,17438518
2,2020-10-27 00:00:00+05:30,616.6,623.4,595.1,614.0,15012429
3,2020-10-28 00:00:00+05:30,614.5,615.95,586.1,592.85,14933521
4,2020-10-29 00:00:00+05:30,585.0,599.8,571.0,588.7,16511226
5,2020-10-30 00:00:00+05:30,592.0,602.0,576.5,585.7,16811388
6,2020-11-02 00:00:00+05:30,590.0,635.0,590.0,628.35,33145934
7,2020-11-03 00:00:00+05:30,631.55,650.0,631.55,646.6,19566145
8,2020-11-04 00:00:00+05:30,649.6,681.0,648.0,678.05,33533745
9,2020-11-05 00:00:00+05:30,694.95,727.0,678.3,714.4,23471764
