,date,open,high,low,close,volume
0,2020-10-23 00:00:00+05:30,134.9,138.9,134.1,137.0,68712845
1,2020-10-26 00:00:00+05:30,138.4,140.8,131.25,133.7,88533181
2,2020-10-27 00:00:00+05:30,134.15,136.75,130.85,135.65,56861313
3,2020-10-28 00:00:00+05:30,139.0,143.25,133.5,134.8,152361862
4,2020-10-29 00:00:00+05:30,132.0,133.0,130.0,131.9,66634175
5,2020-10-30 00:00:00+05:30,133.2,134.5,130.3,132.65,51128679
6,2020-11-02 00:00:00+05:30,133.65,134.0,131.1,132.85,40388690
7,2020-11-03 00:00:00+05:30,135.0,137.4,133.55,134.1,52071476
8,2020-11-04 00:00:00+05:30,135.6,137.0,134.0,135.9,44675934
9,2020-11-05 00:00:00+05:30,137.0,138.0,136.0,137.65,38928602
