,date,open,high,low,close,volume
0,2020-10-23 00:00:00+05:30,3480.0,3502.9,3442.05,3469.75,1022334
1,2020-10-26 00:00:00+05:30,3482.0,3505.55,3466.0,3485.4,893740
2,2020-10-27 00:00:00+05:30,3480.0,3588.0,3480.0,3572.25,1753963
3,2020-10-28 00:00:00+05:30,3572.2,3599.8,3524.95,3541.7,667035
4,2020-10-29 00:00:00+05:30,3538.0,3556.0,3498.0,3532.65,654253
5,2020-10-30 00:00:00+05:30,3540.0,3549.85,3460.65,3473.25,475859
6,2020-11-02 00:00:00+05:30,3483.0,3485.95,3391.15,3420.3,764391
7,2020-11-03 00:00:00+05:30,3445.0,3457.25,3390.0,3403.65,623300
8,2020-11-04 00:00:00+05:30,3423.0,3506.0,3411.9,3470.7,714800
9,2020-11-05 00:00:00+05:30,3512.0,3530.0,3465.45,3499.25,999876
