,date,open,high,low,close,volume
0,2020-10-01 00:00:00+05:30,505.1,510.5,501.3,506.9,6733155
1,2020-10-05 00:00:00+05:30,507.0,525.1,503.8,523.1,8831632
2,2020-10-06 00:00:00+05:30,526.0,527.6,519.0,521.05,8537289
3,2020-10-07 00:00:00+05:30,516.1,522.9,509.2,511.75,8346537
4,2020-10-08 00:00:00+05:30,514.6,526.0,511.75,524.1,9392759
5,2020-10-09 00:00:00+05:30,525.0,529.3,511.05,512.9,11469442
6,2020-10-12 00:00:00+05:30,514.9,517.35,509.3,513.9,7092678
7,2020-10-13 00:00:00+05:30,514.0,519.95,501.6,503.15,8851581
8,2020-10-14 00:00:00+05:30,503.15,507.5,493.3,502.2,7640410
9,2020-10-15 00:00:00+05:30,504.7,504.7,489.0,490.3,6605327
10,2020-10-16 00:00:00+05:30,491.0,494.75,485.25,486.9,9086863
0,2020-10-16 00:00:00+05:30,491.0,494.75,485.25,486.9,9086863
1,2020-10-19 00:00:00+05:30,489.95,490.9,480.9,483.65,5158876
2,2020-10-20 00:00:00+05:30,484.95,488.55,480.4,486.35,5551108
3,2020-10-21 00:00:00+05:30,489.0,492.2,481.5,490.2,7270052
4,2020-10-22 00:00:00+05:30,491.2,491.4,481.7,485.55,6428938
5,2020-10-23 00:00:00+05:30,488.0,494.5,482.9,484.5,6579267
6,2020-10-26 00:00:00+05:30,487.4,487.4,471.1,474.5,6499287
7,2020-10-27 00:00:00+05:30,474.6,476.75,467.25,470.45,7693124
8,2020-10-28 00:00:00+05:30,473.0,475.75,461.4,463.4,7724076
9,2020-10-29 00:00:00+05:30,463.0,464.0,452.25,456.35,8297097
10,2020-10-30 00:00:00+05:30,458.65,469.0,455.85,465.75,8680726
