,date,open,high,low,close,volume
0,2020-10-01 00:00:00+05:30,1755.0,1799.85,1750.0,1790.65,3706206
1,2020-10-05 00:00:00+05:30,1784.0,1816.5,1775.7,1785.1,4056801
2,2020-10-06 00:00:00+05:30,1803.15,1943.7,1803.15,1934.4,16829628
3,2020-10-07 00:00:00+05:30,1945.0,1964.85,1908.85,1948.75,7038044
4,2020-10-08 00:00:00+05:30,1952.5,1988.45,1938.5,1949.25,4589506
5,2020-10-09 00:00:00+05:30,1945.0,2029.85,1938.0,1957.65,10848230
6,2020-10-12 00:00:00+05:30,1965.0,1998.95,1942.3,1965.4,3651557
7,2020-10-13 00:00:00+05:30,1962.0,1986.65,1930.55,1943.4,3351027
8,2020-10-14 00:00:00+05:30,1935.0,1989.0,1919.05,1979.85,3108218
9,2020-10-15 00:00:00+05:30,1983.0,2020.0,1938.25,1947.2,5170267
10,2020-10-16 00:00:00+05:30,1948.4,1983.7,1939.35,1961.7,3238617
0,2020-10-16 00:00:00+05:30,1948.4,1983.7,1939.35,1961.7,3238617
1,2020-10-19 00:00:00+05:30,1985.0,2039.9,1983.1,2031.5,6591617
2,2020-10-20 00:00:00+05:30,2025.0,2041.7,2004.05,2015.3,4733065
3,2020-10-21 00:00:00+05:30,2030.0,2067.45,2005.35,2048.75,8166501
4,2020-10-22 00:00:00+05:30,2038.3,2063.0,2023.15,2042.55,5030745
5,2020-10-23 00:00:00+05:30,2056.0,2067.9,2046.0,2059.7,3573911
6,2020-10-26 00:00:00+05:30,2058.0,2083.95,2052.75,2073.35,4927520
7,2020-10-27 00:00:00+05:30,2056.0,2064.8,2027.0,2041.35,4468948
8,2020-10-28 00:00:00+05:30,2045.0,2045.0,1965.0,1968.9,4636738
9,2020-10-29 00:00:00+05:30,1941.25,1970.0,1927.3,1934.3,3463664
10,2020-10-30 00:00:00+05:30,1930.0,1947.0,1906.85,1923.55,4322115
