,date,open,high,low,close,volume
0,2020-10-23 00:00:00+05:30,1133.0,1135.0,1120.15,1122.5,9070121
1,2020-10-26 00:00:00+05:30,1122.25,1129.6,1103.15,1112.45,6309643
2,2020-10-27 00:00:00+05:30,1105.7,1109.7,1077.15,1090.85,10172530
3,2020-10-28 00:00:00+05:30,1095.5,1104.75,1070.05,1076.55,7608413
4,2020-10-29 00:00:00+05:30,1070.0,1082.0,1060.1,1074.85,6935804
5,2020-10-30 00:00:00+05:30,1072.0,1083.6,1052.35,1060.6,8800436
6,2020-11-02 00:00:00+05:30,1065.0,1079.95,1051.1,1072.3,7183119
7,2020-11-03 00:00:00+05:30,1072.0,1079.4,1057.5,1062.55,7204782
8,2020-11-04 00:00:00+05:30,1068.0,1116.0,1066.8,1093.95,15702690
9,2020-11-05 00:00:00+05:30,1109.9,1123.0,1099.0,1104.0,9568890
