,date,open,high,low,close,volume
0,2020-10-01 00:00:00+05:30,779.8,781.0,765.75,773.0,5852563
1,2020-10-05 00:00:00+05:30,776.0,784.05,762.05,778.65,6798053
2,2020-10-06 00:00:00+05:30,782.0,788.0,777.0,780.35,4789613
3,2020-10-07 00:00:00+05:30,780.0,790.65,771.0,773.6,6086372
4,2020-10-08 00:00:00+05:30,775.0,815.6,774.9,811.45,12019994
5,2020-10-09 00:00:00+05:30,813.0,825.0,800.35,803.15,11673228
6,2020-10-12 00:00:00+05:30,805.0,819.75,800.15,813.65,6612623
7,2020-10-13 00:00:00+05:30,810.0,829.05,778.5,787.15,13964627
8,2020-10-14 00:00:00+05:30,788.8,794.55,766.8,781.5,8675723
9,2020-10-15 00:00:00+05:30,780.65,788.0,762.9,768.3,6291197
10,2020-10-16 00:00:00+05:30,766.95,787.5,758.4,782.35,9099048
0,2020-10-16 00:00:00+05:30,766.95,787.5,758.4,782.35,9099048
1,2020-10-19 00:00:00+05:30,783.0,784.1,762.15,764.0,4351957
2,2020-10-20 00:00:00+05:30,765.0,774.7,756.3,764.3,6029721
3,2020-10-21 00:00:00+05:30,771.8,771.8,756.5,767.1,6932538
4,2020-10-22 00:00:00+05:30,765.0,769.85,744.0,757.5,8429302
5,2020-10-23 00:00:00+05:30,761.25,774.65,755.0,757.55,8515910
6,2020-10-26 00:00:00+05:30,761.2,763.75,742.3,747.15,4665293
7,2020-10-27 00:00:00+05:30,750.0,773.55,747.0,770.25,7004115
8,2020-10-28 00:00:00+05:30,771.4,780.0,762.15,765.25,7050213
9,2020-10-29 00:00:00+05:30,766.1,774.65,757.0,762.3,6084021
10,2020-10-30 00:00:00+05:30,765.7,767.5,746.0,754.5,4126277
